,index,price,year,manufacturer,model,nummodel,cylinders,numcylinders,odometer,title_status,numtitle_status,transmission,numtransmission,drive,numdrive,size,numsize,type,numtype,paint_color,numpaint_color,state,numstate
23534,23534,1500,2009,chevrolet,aveo lt,208,4 cylinders,0,85000.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,black,0,va,45
23535,23535,5000,2004,ford,expedition eddie bauer 4x4,838,8 cylinders,2,165000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,va,45
23536,23536,6000,2011,honda,pilot lx,1589,6 cylinders,1,199000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23537,23537,16500,2008,chevrolet,tahoe ltz 4wd,2008,8 cylinders,2,143425.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23538,23538,9500,2005,toyota,sequioa sr5,1757,8 cylinders,2,180310.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23539,23539,14000,2009,toyota,highlander sport,1377,6 cylinders,1,129679.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,green,4,va,45
23540,23540,6990,2006,toyota,highlander limited awd,1368,6 cylinders,1,199286.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23541,23541,5500,2008,honda,fit,1196,4 cylinders,0,102000.0,clean,0,manual,1,fwd,1,compact,0,hatchback,3,red,8,va,45
23542,23542,6500,2008,toyota,prius,1604,4 cylinders,0,155000.0,salvage,5,automatic,0,4wd,0,compact,0,hatchback,3,grey,5,va,45
23543,23543,8295,2013,toyota,prius,1604,4 cylinders,0,122350.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23544,23544,7495,2010,toyota,prius,1604,4 cylinders,0,125750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,va,45
23545,23545,7995,2013,toyota,prius,1604,4 cylinders,0,138750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23546,23546,7995,2012,honda,civic,342,4 cylinders,0,105750.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23547,23547,9600,2008,ford,e250 cargo van,645,8 cylinders,2,134800.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,va,45
23548,23548,4400,2007,honda,odyssey ex,1544,6 cylinders,1,194959.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,silver,9,va,45
23549,23549,8990,2012,honda,accord exl,111,4 cylinders,0,115000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23550,23550,11990,2013,toyota,sienna le awd,1780,6 cylinders,1,159415.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,red,8,va,45
23551,23551,2800,2001,ford,escape xlt,813,6 cylinders,1,211427.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,red,8,va,45
23552,23552,8795,2013,toyota,prius,1604,4 cylinders,0,137950.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,black,0,va,45
23553,23553,4995,2012,ford,focus sel,1257,4 cylinders,0,120876.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,white,10,va,45
23554,23554,5500,2007,toyota,camry,262,4 cylinders,0,139634.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23555,23555,11000,2011,honda,pilot ex-l,1579,6 cylinders,1,178175.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,va,45
23556,23556,7488,2008,toyota,rav4,1684,4 cylinders,0,149144.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,va,45
23557,23557,11888,2007,toyota,fj cruiser,1219,6 cylinders,1,230099.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,custom,3,va,45
23558,23558,10990,2004,toyota,4runner 4wd,37,6 cylinders,1,127000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23559,23559,6997,2013,toyota,corolla,433,4 cylinders,0,180973.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,grey,5,va,45
23560,23560,2700,2003,ford,taurus se,2029,6 cylinders,1,108520.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,va,45
23561,23561,9500,2002,chevrolet,asto awd,158,6 cylinders,1,78750.0,clean,0,automatic,0,4wd,0,mid-size,2,van,7,white,10,va,45
23562,23562,6495,2014,chevrolet,spark lt,1890,4 cylinders,0,78353.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,black,0,va,45
23563,23563,10600,2011,ford,f150,1036,8 cylinders,2,173900.0,clean,0,automatic,0,fwd,1,full-size,1,pickup,5,white,10,va,45
23564,23564,14000,2005,ford,f350 super duty,1161,8 cylinders,2,179494.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,va,45
23565,23565,8195,2012,honda,civic,342,4 cylinders,0,105750.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23566,23566,9597,2002,toyota,mr2 spyder,1495,4 cylinders,0,87954.0,clean,0,other,2,fwd,1,compact,0,convertible,1,green,4,va,45
23567,23567,8195,2012,honda,civic,342,4 cylinders,0,105750.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23568,23568,7995,2013,toyota,prius,1604,4 cylinders,0,138750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23569,23569,7495,2010,toyota,prius,1604,4 cylinders,0,125750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,va,45
23570,23570,9990,2015,chevrolet,trax lt,2148,4 cylinders,0,108453.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23571,23571,26888,2019,chevrolet,express,911,6 cylinders,1,67091.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23572,23572,7595,2010,toyota,prius,1604,4 cylinders,0,125750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,grey,5,va,45
23573,23573,7995,2013,toyota,prius,1604,4 cylinders,0,138750.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23574,23574,2100,2005,ford,taurus se,2029,6 cylinders,1,210719.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,red,8,va,45
23575,23575,4000,2006,honda,accord,63,6 cylinders,1,196999.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,grey,5,va,45
23576,23576,3950,2005,toyota,camry se,281,4 cylinders,0,216800.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23577,23577,8199,2011,chevrolet,traverse lt awd,2137,6 cylinders,1,141490.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23578,23578,6999,2007,chevrolet,suburban 4wd,1908,8 cylinders,2,224200.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23579,23579,8500,2012,toyota,corolla s,451,4 cylinders,0,97200.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23580,23580,2800,2007,honda,odyssey ex,1544,6 cylinders,1,226006.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,silver,9,va,45
23581,23581,7997,2010,toyota,corolla,433,4 cylinders,0,80723.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,silver,9,va,45
23582,23582,9997,2007,chevrolet,suburban,1897,8 cylinders,2,179000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23583,23583,4100,2009,honda,civic,342,4 cylinders,0,204000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23584,23584,5800,2013,chevrolet,impala,1403,6 cylinders,1,136000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23585,23585,3100,2004,honda,fit,1196,6 cylinders,1,219000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23586,23586,7700,2008,ford,expedition limited,852,8 cylinders,2,178000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23587,23587,5490,2006,ford,escape xls,811,4 cylinders,0,100649.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,green,4,va,45
23588,23588,10500,2013,ford,flex limited awd,1228,6 cylinders,1,149917.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23589,23589,3990,2008,toyota,prius hybrid,1622,4 cylinders,0,210698.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,grey,5,va,45
23590,23590,6990,2006,toyota,highlander limited awd,1368,6 cylinders,1,199286.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23591,23591,10990,2004,toyota,4runner 4wd,37,6 cylinders,1,127000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23592,23592,5700,2008,toyota,sienna le,1777,6 cylinders,1,175229.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,va,45
23593,23593,18000,2015,chevrolet,camaro lt convertible,248,6 cylinders,1,67000.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,black,0,va,45
23594,23594,5490,2012,ford,focus se,1246,4 cylinders,0,99756.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23595,23595,25500,2016,toyota,highlander xle,1386,6 cylinders,1,83109.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,va,45
23596,23596,11990,2013,toyota,sienna le awd,1780,6 cylinders,1,159415.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,red,8,va,45
23597,23597,5991,2007,ford,fusion sel,1326,4 cylinders,0,82202.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,custom,3,va,45
23598,23598,7000,2007,chevrolet,suburban 1500,1898,8 cylinders,2,245000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,va,45
23599,23599,6990,2007,ford,edge sel plus awd,720,6 cylinders,1,152191.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,red,8,va,45
23600,23600,8990,2012,honda,accord exl,111,4 cylinders,0,115000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23601,23601,7400,2011,honda,accord ex,82,4 cylinders,0,176000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23602,23602,4000,2007,ford,e350 cargo van,657,8 cylinders,2,241960.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,white,10,va,45
23603,23603,8990,2005,ford,mustang,1497,6 cylinders,1,97267.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,white,10,va,45
23604,23604,14430,2002,toyota,land cruiser 4wd,1439,8 cylinders,2,173502.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,grey,5,va,45
23605,23605,9990,2015,chevrolet,trax lt,2148,4 cylinders,0,108453.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23606,23606,15990,2016,honda,odyssey ex,1544,6 cylinders,1,90516.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,black,0,va,45
23607,23607,15900,2016,ford,fusion hybrid,1305,4 cylinders,0,29930.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,va,45
23608,23608,6800,2012,chevrolet,cruze ls,556,4 cylinders,0,87000.0,clean,0,manual,1,fwd,1,mid-size,2,sedan,6,silver,9,va,45
23609,23609,5800,2013,chevrolet,impala,1403,6 cylinders,1,136000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23610,23610,4999,2008,ford,focus ses coupe,1260,4 cylinders,0,106324.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,silver,9,va,45
23611,23611,4600,2004,ford,mustang convertible,1503,6 cylinders,1,154000.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,silver,9,va,45
23612,23612,5490,2006,ford,escape xls,811,4 cylinders,0,100649.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,green,4,va,45
23613,23613,14500,2001,chevrolet,corvette,468,8 cylinders,2,148149.0,clean,0,manual,1,rwd,2,full-size,1,coupe,2,black,0,va,45
23614,23614,3990,2008,toyota,prius hybrid,1622,4 cylinders,0,210698.0,clean,0,automatic,0,fwd,1,full-size,1,hatchback,3,grey,5,va,45
23615,23615,8394,2007,ford,mustang,1497,6 cylinders,1,152000.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,white,10,va,45
23616,23616,4495,2007,toyota,prius,1604,4 cylinders,0,160000.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,white,10,va,45
23617,23617,7795,2007,toyota,prius,1604,4 cylinders,0,71000.0,clean,0,automatic,0,fwd,1,mid-size,2,hatchback,3,blue,1,va,45
23618,23618,4999,2001,toyota,camry,262,4 cylinders,0,92000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,silver,9,va,45
23619,23619,7450,2006,ford,explorer,870,6 cylinders,1,84000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,red,8,va,45
23620,23620,5995,2009,honda,civic,342,4 cylinders,0,139000.0,clean,0,automatic,0,fwd,1,sub-compact,3,sedan,6,silver,9,va,45
23621,23621,6995,2006,chevrolet,trailblazer ext,2061,6 cylinders,1,106000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,silver,9,va,45
23622,23622,7450,2008,ford,edge,700,6 cylinders,1,144000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,blue,1,va,45
23623,23623,4995,2008,chevrolet,cobalt,406,4 cylinders,0,138000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,va,45
23624,23624,4995,2013,chevrolet,sonic ls,1876,4 cylinders,0,133900.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23625,23625,8900,2005,chevrolet,silverado,1797,8 cylinders,2,220000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,va,45
23626,23626,5995,2004,toyota,camry,262,4 cylinders,0,66017.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23627,23627,5995,2014,chevrolet,cruze lt,559,4 cylinders,0,78524.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,blue,1,va,45
23628,23628,5995,2004,toyota,camry,262,4 cylinders,0,38111.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23629,23629,13995,2013,chevrolet,express 3500,921,8 cylinders,2,129000.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23630,23630,5495,2006,toyota,corolla le,443,4 cylinders,0,135919.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,white,10,va,45
23631,23631,5495,2007,toyota,camry le,276,4 cylinders,0,125000.0,rebuilt,4,automatic,0,fwd,1,full-size,1,sedan,6,yellow,11,va,45
23632,23632,5995,2006,toyota,sienna le,1777,6 cylinders,1,157250.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,blue,1,va,45
23633,23633,2700,2003,ford,taurus se,2029,6 cylinders,1,108520.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,silver,9,va,45
23634,23634,9995,2002,ford,thunderbird,2046,8 cylinders,2,109445.0,clean,0,automatic,0,rwd,2,compact,0,convertible,1,red,8,va,45
23635,23635,8000,2001,ford,f-150,951,8 cylinders,2,100900.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,custom,3,va,45
23636,23636,6200,2012,chevrolet,impala,1403,6 cylinders,1,91339.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,custom,3,va,45
23637,23637,14423,2013,honda,odyssey,1540,6 cylinders,1,143431.0,clean,0,automatic,0,fwd,1,full-size,1,van,7,custom,3,va,45
23638,23638,13423,2016,chevrolet,equinox,744,4 cylinders,0,103216.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,grey,5,va,45
23639,23639,22450,2011,chevrolet,tahoe,1986,8 cylinders,2,135000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,va,45
23640,23640,4350,2007,honda,odyssey,1540,8 cylinders,2,176000.0,clean,0,manual,1,4wd,0,mid-size,2,mini-van,4,silver,9,va,45
23641,23641,13950,2014,honda,odyssey touring,1562,6 cylinders,1,161203.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,grey,5,va,45
23642,23642,12400,2009,chevrolet,tahoe lt,2000,8 cylinders,2,146120.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,va,45
23643,23643,4000,2004,ford,f-150,951,8 cylinders,2,220000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,va,45
23644,23644,5200,2012,chevrolet,impala,1403,6 cylinders,1,120000.0,clean,0,automatic,0,4wd,0,compact,0,sedan,6,white,10,va,45
23645,23645,9500,2013,ford,explorer,870,6 cylinders,1,167000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23646,23646,15000,2016,ford,fusion se,1312,4 cylinders,0,44000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23647,23647,18995,2016,ford,f150 xlt,1103,8 cylinders,2,113470.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,va,45
23648,23648,13500,2006,ford,f250 super duty xlt,1140,8 cylinders,2,202795.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,blue,1,va,45
23649,23649,8995,2006,toyota,4runner sr5 **4wd**,49,6 cylinders,1,147934.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,brown,2,va,45
23650,23650,5700,2008,ford,escape limited 4wd,779,6 cylinders,1,118688.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23651,23651,8500,2015,ford,fusion,1300,4 cylinders,0,106000.0,clean,0,automatic,0,4wd,0,compact,0,sedan,6,grey,5,va,45
23652,23652,2800,2001,chevrolet,express 3500,921,8 cylinders,2,190000.0,clean,0,automatic,0,4wd,0,full-size,1,sedan,6,white,10,va,45
23653,23653,5500,2010,ford,fusion hybrid,1305,4 cylinders,0,139086.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23654,23654,11995,2013,toyota,rav4,1684,4 cylinders,0,151110.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23655,23655,5500,2008,ford,edge sel,713,6 cylinders,1,168118.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23656,23656,5950,2008,honda,accord,63,4 cylinders,0,140522.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,grey,5,va,45
23657,23657,19995,2018,chevrolet,equinox ls awd,755,4 cylinders,0,49149.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,green,4,va,45
23658,23658,12500,2015,toyota,corolla,433,4 cylinders,0,137852.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,blue,1,va,45
23659,23659,14970,2014,honda,accord ex-l,96,6 cylinders,1,109947.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,grey,5,va,45
23660,23660,8000,2004,ford,explorer,870,6 cylinders,1,130000.0,clean,0,automatic,0,rwd,2,full-size,1,SUV,0,white,10,va,45
23661,23661,11995,2013,toyota,rav4,1684,4 cylinders,0,151110.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23662,23662,7995,2011,honda,cr-v,480,4 cylinders,0,157296.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,va,45
23663,23663,14825,2013,ford,f-150 long bed xl,970,8 cylinders,2,84000.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,white,10,va,45
23664,23664,3900,2007,honda,fit,1196,4 cylinders,0,205100.0,clean,0,automatic,0,fwd,1,sub-compact,3,hatchback,3,blue,1,va,45
23665,23665,20000,2004,chevrolet,silverado 2500,1818,8 cylinders,2,98912.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,silver,9,va,45
23666,23666,3500,2005,chevrolet,cobalt ss,417,4 cylinders,0,160050.0,clean,0,manual,1,fwd,1,compact,0,coupe,2,yellow,11,va,45
23667,23667,4300,2008,chevrolet,trailblazer lt,2068,6 cylinders,1,163000.0,salvage,5,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,va,45
23668,23668,19000,2011,chevrolet,tahoe,1986,8 cylinders,2,105000.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,white,10,va,45
23669,23669,15900,2015,ford,f150 xl super cab,1102,6 cylinders,1,153902.0,clean,0,automatic,0,rwd,2,full-size,1,pickup,5,black,0,va,45
23670,23670,6700,2013,ford,cmax hybrid,404,4 cylinders,0,133392.0,clean,0,automatic,0,fwd,1,mid-size,2,wagon,8,white,10,va,45
23671,23671,1200,2007,toyota,camry solara,293,4 cylinders,0,204000.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,white,10,va,45
23672,23672,6500,2005,toyota,tacoma,1947,6 cylinders,1,236000.0,clean,0,automatic,0,4wd,0,mid-size,2,pickup,5,silver,9,va,45
23673,23673,13480,2013,honda,crv ex-l awd,579,4 cylinders,0,100544.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,va,45
23674,23674,22795,2018,toyota,camry le 4dr sedan,279,4 cylinders,0,14730.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,va,45
23675,23675,5000,2006,toyota,scion tc,1749,4 cylinders,0,175102.0,clean,0,manual,1,fwd,1,compact,0,coupe,2,silver,9,va,45
23676,23676,5895,2006,ford,f-150,951,4 cylinders,0,129055.0,clean,0,automatic,0,fwd,1,full-size,1,pickup,5,blue,1,va,45
23677,23677,8500,2007,ford,crown victoria police,532,8 cylinders,2,124000.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,blue,1,va,45
23678,23678,3495,2003,ford,crown victoria lx,530,8 cylinders,2,192596.0,clean,0,automatic,0,rwd,2,full-size,1,sedan,6,red,8,va,45
23679,23679,3995,2008,ford,escape,768,6 cylinders,1,188152.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23680,23680,5999,2011,chevrolet,cruze ltz,566,4 cylinders,0,124000.0,clean,0,automatic,0,fwd,1,compact,0,sedan,6,red,8,va,45
23681,23681,3999,2011,chevrolet,impala lt,1415,6 cylinders,1,185000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23682,23682,25833,2018,chevrolet,express 3500 15 passenger,922,8 cylinders,2,34818.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23683,23683,25833,2018,chevrolet,express 3500 15 passenger,922,8 cylinders,2,34818.0,clean,0,automatic,0,rwd,2,full-size,1,van,7,white,10,va,45
23684,23684,16980,2016,honda,accord sport,144,4 cylinders,0,97105.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,red,8,va,45
23685,23685,13000,2003,ford,thunderbird premium,2049,8 cylinders,2,59600.0,clean,0,automatic,0,rwd,2,mid-size,2,convertible,1,grey,5,va,45
23686,23686,6495,2009,honda,civic,342,4 cylinders,0,106842.0,clean,0,automatic,0,rwd,2,compact,0,coupe,2,red,8,va,45
23687,23687,5800,2007,toyota,sienna,1772,6 cylinders,1,167231.0,clean,0,automatic,0,fwd,1,full-size,1,coupe,2,yellow,11,va,45
23688,23688,6000,2002,toyota,4runner,36,6 cylinders,1,188871.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23689,23689,11950,2010,honda,odyssey touring,1562,6 cylinders,1,132564.0,clean,0,automatic,0,fwd,1,full-size,1,mini-van,4,silver,9,va,45
23690,23690,16000,2006,chevrolet,silverado 2500hd,1823,8 cylinders,2,176000.0,clean,0,automatic,0,4wd,0,full-size,1,pickup,5,white,10,va,45
23691,23691,4500,2006,ford,explorer xlt,899,6 cylinders,1,130000.0,clean,0,automatic,0,fwd,1,full-size,1,SUV,0,white,10,va,45
23692,23692,29900,2017,ford,expedition platinum 4x4 gas,859,6 cylinders,1,72849.0,rebuilt,4,automatic,0,4wd,0,full-size,1,SUV,0,white,10,va,45
23693,23693,5500,2008,ford,edge sel,713,6 cylinders,1,168118.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,black,0,va,45
23694,23694,8995,2014,ford,escape,768,6 cylinders,1,137105.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,black,0,va,45
23695,23695,14700,2015,honda,cr-v ex-l,494,4 cylinders,0,70672.0,salvage,5,automatic,0,4wd,0,compact,0,SUV,0,brown,2,va,45
23696,23696,11000,2003,toyota,tacoma sr5,1969,6 cylinders,1,193400.0,clean,0,automatic,0,4wd,0,mid-size,2,pickup,5,black,0,va,45
23697,23697,1700,2005,honda,civic,342,4 cylinders,0,200000.0,clean,0,automatic,0,4wd,0,mid-size,2,sedan,6,white,10,va,45
23698,23698,3000,2002,honda,accord lx coupe,122,4 cylinders,0,200000.0,clean,0,automatic,0,fwd,1,mid-size,2,coupe,2,black,0,va,45
23699,23699,2700,2005,honda,civic,342,4 cylinders,0,200000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,white,10,va,45
23700,23700,3450,2006,chevrolet,cobalt,406,4 cylinders,0,156689.0,clean,0,automatic,0,fwd,1,compact,0,coupe,2,black,0,va,45
23701,23701,3900,2006,honda,odyssey,1540,6 cylinders,1,170534.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,blue,1,va,45
23702,23702,9500,2004,ford,mustang gt premium,1518,8 cylinders,2,80600.0,clean,0,manual,1,rwd,2,compact,0,convertible,1,grey,5,va,45
23703,23703,4400,2007,honda,odyssey ex,1544,6 cylinders,1,194959.0,clean,0,automatic,0,fwd,1,mid-size,2,mini-van,4,silver,9,va,45
23704,23704,7995,2011,honda,cr-v,480,4 cylinders,0,157296.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,blue,1,va,45
23705,23705,11995,2013,toyota,rav4,1684,4 cylinders,0,151110.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,silver,9,va,45
23706,23706,4000,2006,chevrolet,tahoe,1986,8 cylinders,2,230000.0,clean,0,automatic,0,4wd,0,full-size,1,SUV,0,white,10,va,45
23707,23707,24000,2018,honda,civic ex,354,4 cylinders,0,20500.0,clean,0,automatic,0,fwd,1,compact,0,hatchback,3,blue,1,va,45
23708,23708,6495,2012,chevrolet,crusie,538,6 cylinders,1,78488.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23709,23709,4200,2010,chevrolet,impala ls,1412,6 cylinders,1,140000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,black,0,va,45
23710,23710,7898,2011,honda,crv ex-l,578,4 cylinders,0,181076.0,clean,0,automatic,0,4wd,0,compact,0,SUV,0,grey,5,va,45
23711,23711,2800,2001,ford,escape xlt,813,6 cylinders,1,211427.0,clean,0,automatic,0,4wd,0,mid-size,2,SUV,0,grey,5,va,45
23712,23712,16000,2013,toyota,highlander limited,1364,6 cylinders,1,103000.0,clean,0,automatic,0,fwd,1,mid-size,2,SUV,0,blue,1,va,45
23713,23713,6495,2012,chevrolet,crusie,538,6 cylinders,1,78488.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,blue,1,va,45
23714,23714,4500,2008,chevrolet,impala,1403,6 cylinders,1,98000.0,clean,0,automatic,0,fwd,1,full-size,1,sedan,6,brown,2,va,45
23715,23715,3500,2004,honda,accord,63,4 cylinders,0,150000.0,clean,0,automatic,0,fwd,1,mid-size,2,sedan,6,brown,2,va,45
