,Country,first_seq,num_seqs,last_seq,variant
616,Spain,2020-07-12,12,2020-12-15,S.A626S
617,Switzerland,2020-07-24,16,2021-07-07,S.A626S
618,Czech Republic,2020-07-24,27,2021-04-17,S.A626S
619,Denmark,2020-07-27,544,2021-02-22,S.A626S
620,Iceland,2020-07-28,30,2020-11-28,S.A626S
621,United Kingdom,2020-07-30,183,2021-01-29,S.A626S
622,Norway,2020-08-04,242,2021-02-17,S.A626S
623,France,2020-08-11,1,2020-08-11,S.A626S
624,Germany,2020-08-11,26,2021-03-04,S.A626S
625,Sweden,2020-08-12,13,2021-01-27,S.A626S
626,Lithuania,2020-08-17,4,2020-09-04,S.A626S
627,Latvia,2020-08-24,2,2020-08-30,S.A626S
628,Italy,2020-08-24,12,2021-01-18,S.A626S
629,Netherlands,2020-08-26,8,2021-03-15,S.A626S
630,Poland,2020-08-28,33,2021-07-15,S.A626S
631,Austria,2020-08-30,5,2021-01-20,S.A626S
632,Hungary,2020-08-31,14,2020-10-08,S.A626S
633,Belgium,2020-09-23,1,2020-09-23,S.A626S
634,Finland,2020-09-28,2,2020-12-16,S.A626S
635,Greece,2020-10-08,4,2020-11-10,S.A626S
636,Japan,2020-11-07,1,2020-11-07,S.A626S
637,Slovakia,2020-12-22,1,2020-12-22,S.A626S
638,Colombia,2021-01-05,1,2021-01-05,S.A626S
639,USA,2020-11-19,95,2021-04-09,S.Q677H.Heron
640,India,2020-10-23,16200,2021-11-20,21A.Delta
641,Burkina Faso,2020-12-18,1,2020-12-18,21A.Delta
642,Rwanda,2020-12-21,96,2021-10-20,21A.Delta
643,Kenya,2021-01-07,795,2021-11-12,21A.Delta
644,Indonesia,2021-01-07,83,2021-11-12,21A.Delta
645,South Africa,2021-01-12,436,2021-10-25,21A.Delta
646,USA,2021-01-24,50226,2021-11-20,21A.Delta
647,Mexico,2021-02-04,215,2021-11-09,21A.Delta
648,Pakistan,2021-02-21,48,2021-10-23,21A.Delta
649,Thailand,2021-03-06,2123,2021-11-16,21A.Delta
650,Ethiopia,2021-03-07,22,2021-08-10,21A.Delta
651,Turkey,2021-03-09,29910,2021-11-15,21A.Delta
652,Italy,2021-03-16,1005,2021-11-19,21A.Delta
653,Brazil,2021-03-17,35,2021-10-20,21A.Delta
654,Germany,2021-03-18,2108,2021-11-20,21A.Delta
655,Australia,2021-03-18,144,2021-09-14,21A.Delta
656,Canada,2021-03-21,1368,2021-11-03,21A.Delta
657,United Kingdom,2021-03-23,4540,2021-11-23,21A.Delta
658,Hong Kong,2021-03-25,30,2021-10-26,21A.Delta
659,Romania,2021-03-28,84,2021-11-11,21A.Delta
660,Japan,2021-03-28,253,2021-10-20,21A.Delta
661,Denmark,2021-03-29,1216,2021-11-19,21A.Delta
662,Sweden,2021-04-01,591,2021-11-22,21A.Delta
663,Singapore,2021-04-03,154,2021-10-19,21A.Delta
664,Oman,2021-04-05,23,2021-09-05,21A.Delta
665,France,2021-04-06,2327,2021-11-12,21A.Delta
666,Belgium,2021-04-06,914,2021-11-25,21A.Delta
667,New Zealand,2021-04-07,10,2021-09-28,21A.Delta
668,Russia,2021-04-07,85,2021-10-31,21A.Delta
669,Sri Lanka,2021-04-07,17,2021-11-08,21A.Delta
670,Switzerland,2021-04-07,633,2021-11-21,21A.Delta
671,Ireland,2021-04-07,1511,2021-11-08,21A.Delta
672,Bahrain,2021-04-09,59,2021-11-11,21A.Delta
673,Philippines,2021-04-10,380,2021-08-29,21A.Delta
674,Israel,2021-04-11,312,2021-11-23,21A.Delta
675,Netherlands,2021-04-13,437,2021-11-03,21A.Delta
676,Luxembourg,2021-04-14,230,2021-09-21,21A.Delta
677,Norway,2021-04-15,176,2021-11-08,21A.Delta
678,Nepal,2021-04-15,52,2021-09-19,21A.Delta
679,Aruba,2021-04-16,16,2021-09-25,21A.Delta
680,Qatar,2021-04-17,130,2021-09-23,21A.Delta
681,Finland,2021-04-17,155,2021-10-12,21A.Delta
682,Austria,2021-04-17,112,2021-11-07,21A.Delta
683,Portugal,2021-04-18,116,2021-11-09,21A.Delta
684,Angola,2021-04-18,33,2021-09-26,21A.Delta
685,Iran,2021-04-18,6,2021-04-28,21A.Delta
686,Vietnam,2021-04-20,17,2021-09-27,21A.Delta
687,Ghana,2021-04-20,45,2021-09-07,21A.Delta
688,Slovenia,2021-04-20,114,2021-10-18,21A.Delta
689,Uganda,2021-04-20,8,2021-06-24,21A.Delta
690,China,2021-04-21,41,2021-07-19,21A.Delta
691,Morocco,2021-04-22,10,2021-09-07,21A.Delta
692,Timor-Leste,2021-04-22,1,2021-04-22,21A.Delta
693,South Korea,2021-04-22,211,2021-11-01,21A.Delta
694,Czech Republic,2021-04-23,257,2021-11-16,21A.Delta
695,Spain,2021-04-23,1978,2021-11-08,21A.Delta
696,Greece,2021-04-24,46,2021-11-17,21A.Delta
697,Argentina,2021-04-24,13,2021-09-30,21A.Delta
698,Afghanistan,2021-04-26,17,2021-05-10,21A.Delta
699,Poland,2021-04-26,108,2021-11-09,21A.Delta
700,Togo,2021-04-26,33,2021-07-29,21A.Delta
701,Jordan,2021-04-26,3,2021-11-01,21A.Delta
702,Maldives,2021-04-27,9,2021-09-28,21A.Delta
703,Bangladesh,2021-04-27,579,2021-10-26,21A.Delta
704,Malaysia,2021-04-28,64,2021-10-10,21A.Delta
705,Malawi,2021-04-28,61,2021-09-10,21A.Delta
706,Botswana,2021-04-28,29,2021-09-23,21A.Delta
707,Panama,2021-04-29,1,2021-04-29,21A.Delta
708,Sint Maarten,2021-04-30,19,2021-09-13,21A.Delta
709,Kosovo,2021-04-30,3,2021-07-13,21A.Delta
710,Nigeria,2021-05-02,36,2021-09-12,21A.Delta
711,Democratic Republic of the Congo,2021-05-03,33,2021-07-12,21A.Delta
712,Iceland,2021-05-07,104,2021-08-27,21A.Delta
713,Sierra Leone,2021-05-07,19,2021-07-21,21A.Delta
714,Saudi Arabia,2021-05-12,2,2021-05-21,21A.Delta
715,Guinea,2021-05-18,6,2021-07-16,21A.Delta
716,Liberia,2021-05-20,2,2021-05-20,21A.Delta
717,Mozambique,2021-05-20,23,2021-07-15,21A.Delta
718,South Sudan,2021-05-21,3,2021-07-14,21A.Delta
719,Seychelles,2021-05-24,3,2021-08-06,21A.Delta
720,Cambodia,2021-05-25,580,2021-11-20,21A.Delta
721,Latvia,2021-05-25,1,2021-05-25,21A.Delta
722,Benin,2021-05-27,4,2021-07-17,21A.Delta
723,Myanmar,2021-06-01,17,2021-08-25,21A.Delta
724,Slovakia,2021-06-02,40,2021-11-03,21A.Delta
725,Senegal,2021-06-05,28,2021-11-07,21A.Delta
726,Zambia,2021-06-05,1,2021-06-05,21A.Delta
727,Namibia,2021-06-08,1,2021-06-08,21A.Delta
728,Bulgaria,2021-06-11,10,2021-08-11,21A.Delta
729,United Arab Emirates,2021-06-12,17,2021-06-23,21A.Delta
730,Albania,2021-06-16,1,2021-06-16,21A.Delta
731,Kuwait,2021-06-18,36,2021-10-16,21A.Delta
732,Ukraine,2021-06-23,5,2021-09-16,21A.Delta
733,Croatia,2021-06-25,38,2021-11-11,21A.Delta
734,Uzbekistan,2021-06-25,21,2021-07-23,21A.Delta
735,Republic of the Congo,2021-06-26,10,2021-09-27,21A.Delta
736,Bosnia and Herzegovina,2021-06-28,13,2021-10-27,21A.Delta
737,Eswatini,2021-06-28,4,2021-07-10,21A.Delta
738,Lebanon,2021-06-29,5,2021-07-07,21A.Delta
739,Curacao,2021-06-29,3,2021-07-14,21A.Delta
740,Armenia,2021-06-29,1,2021-06-29,21A.Delta
741,Chile,2021-06-30,30,2021-11-12,21A.Delta
742,Lithuania,2021-07-03,20,2021-11-05,21A.Delta
743,Malta,2021-07-06,3,2021-07-09,21A.Delta
744,Guadeloupe,2021-07-06,21,2021-09-07,21A.Delta
745,Iraq,2021-07-06,1,2021-07-06,21A.Delta
746,Venezuela,2021-07-07,1,2021-07-07,21A.Delta
747,Taiwan,2021-07-07,2,2021-08-03,21A.Delta
748,Bonaire,2021-07-08,2,2021-07-13,21A.Delta
749,Gambia,2021-07-09,5,2021-08-09,21A.Delta
750,Zimbabwe,2021-07-11,22,2021-10-25,21A.Delta
751,Guatemala,2021-07-11,3,2021-09-02,21A.Delta
752,Ecuador,2021-07-13,15,2021-11-08,21A.Delta
753,Papua New Guinea,2021-07-13,2,2021-09-29,21A.Delta
754,Estonia,2021-07-14,9,2021-08-25,21A.Delta
755,North Macedonia,2021-07-17,2,2021-07-22,21A.Delta
756,Montenegro,2021-07-19,6,2021-08-26,21A.Delta
757,Jamaica,2021-07-20,5,2021-07-22,21A.Delta
758,Belize,2021-07-21,2,2021-08-04,21A.Delta
759,Colombia,2021-07-24,94,2021-11-09,21A.Delta
760,Antigua and Barbuda,2021-07-26,2,2021-08-04,21A.Delta
761,Cameroon,2021-07-28,11,2021-09-23,21A.Delta
762,Burundi,2021-07-28,5,2021-07-28,21A.Delta
763,El Salvador,2021-08-02,1,2021-08-02,21A.Delta
764,Peru,2021-08-04,22,2021-11-03,21A.Delta
765,Mali,2021-08-11,1,2021-08-11,21A.Delta
766,Mauritius,2021-08-13,3,2021-08-13,21A.Delta
767,Serbia,2021-08-15,3,2021-10-05,21A.Delta
768,Kazakhstan,2021-08-17,4,2021-08-18,21A.Delta
769,Djibouti,2021-08-25,1,2021-08-25,21A.Delta
770,Egypt,2021-09-04,3,2021-09-04,21A.Delta
771,Guyana,2021-09-06,16,2021-09-08,21A.Delta
772,Dominican Republic,2021-09-16,11,2021-10-19,21A.Delta
773,Mongolia,2021-09-23,1,2021-09-23,21A.Delta
774,Georgia,2021-10-04,7,2021-11-04,21A.Delta
775,Liechtenstein,2021-10-31,1,2021-10-31,21A.Delta
776,Turkey,2021-03-09,332,2021-11-17,Delta.250I
777,Italy,2021-03-16,185,2021-11-10,Delta.250I
778,Slovakia,2021-04-09,8,2021-10-18,Delta.250I
779,Israel,2021-05-06,65,2021-11-11,Delta.250I
780,Sweden,2021-06-02,1594,2021-11-19,Delta.250I
781,Switzerland,2021-06-07,255,2021-11-14,Delta.250I
782,Belgium,2021-06-09,1378,2021-11-23,Delta.250I
783,USA,2021-06-11,766,2021-11-20,Delta.250I
784,Japan,2021-06-11,6,2021-11-10,Delta.250I
785,Iraq,2021-06-13,5,2021-07-22,Delta.250I
786,Jordan,2021-06-16,4,2021-10-30,Delta.250I
787,Netherlands,2021-06-17,719,2021-11-17,Delta.250I
788,Sri Lanka,2021-06-19,1,2021-06-19,Delta.250I
789,Germany,2021-06-20,2513,2021-11-18,Delta.250I
790,Morocco,2021-06-20,52,2021-10-23,Delta.250I
791,France,2021-06-21,1364,2021-11-20,Delta.250I
792,Denmark,2021-06-21,2686,2021-11-24,Delta.250I
793,United Kingdom,2021-06-22,638,2021-11-23,Delta.250I
794,Ghana,2021-06-23,3,2021-08-09,Delta.250I
795,Norway,2021-06-25,225,2021-11-03,Delta.250I
796,Lebanon,2021-06-25,12,2021-07-14,Delta.250I
797,Canada,2021-07-04,152,2021-10-20,Delta.250I
798,Finland,2021-07-04,112,2021-10-15,Delta.250I
799,South Korea,2021-07-06,41,2021-10-21,Delta.250I
800,Austria,2021-07-08,41,2021-11-01,Delta.250I
801,Spain,2021-07-14,357,2021-11-19,Delta.250I
802,India,2021-07-14,4,2021-09-09,Delta.250I
803,Australia,2021-07-14,3,2021-08-22,Delta.250I
804,Benin,2021-07-18,1,2021-07-18,Delta.250I
805,Luxembourg,2021-07-19,68,2021-11-10,Delta.250I
806,Croatia,2021-07-22,4,2021-11-09,Delta.250I
807,Bulgaria,2021-07-22,4,2021-09-09,Delta.250I
808,Bahrain,2021-07-23,195,2021-11-13,Delta.250I
809,Lithuania,2021-07-26,33,2021-10-30,Delta.250I
810,Ireland,2021-07-27,36,2021-11-21,Delta.250I
811,Iceland,2021-07-27,5,2021-08-12,Delta.250I
812,Argentina,2021-08-03,2,2021-08-24,Delta.250I
813,Czech Republic,2021-08-03,10,2021-09-25,Delta.250I
814,Romania,2021-08-04,4,2021-08-10,Delta.250I
815,Poland,2021-08-04,262,2021-11-19,Delta.250I
816,Slovenia,2021-08-11,6,2021-10-13,Delta.250I
817,Estonia,2021-08-12,49,2021-11-02,Delta.250I
818,Qatar,2021-08-12,36,2021-09-17,Delta.250I
819,Portugal,2021-08-16,19,2021-11-16,Delta.250I
820,Singapore,2021-08-18,1,2021-08-18,Delta.250I
821,Curacao,2021-08-18,5,2021-11-06,Delta.250I
822,Kuwait,2021-08-19,2,2021-08-19,Delta.250I
823,Chile,2021-08-23,2,2021-10-15,Delta.250I
824,Hong Kong,2021-08-26,1,2021-08-26,Delta.250I
825,Iran,2021-08-29,1,2021-08-29,Delta.250I
826,Montenegro,2021-08-30,1,2021-08-30,Delta.250I
827,Mexico,2021-09-13,3,2021-09-23,Delta.250I
828,Russia,2021-09-21,1,2021-09-21,Delta.250I
829,Indonesia,2021-09-21,2,2021-09-25,Delta.250I
830,Georgia,2021-10-01,2,2021-10-15,Delta.250I
831,Kosovo,2021-10-12,2,2021-10-16,Delta.250I
832,New Zealand,2021-10-15,1,2021-10-15,Delta.250I
833,North Macedonia,2021-11-05,2,2021-11-05,Delta.250I
834,China,2019-10-22,4,2020-07-28,S.Q613
835,Denmark,2020-03-11,2834,2021-11-24,S.Q613
836,Germany,2020-03-18,1770,2021-11-18,S.Q613
837,Australia,2020-03-19,13628,2021-11-17,S.Q613
838,Spain,2020-03-19,626,2021-11-17,S.Q613
839,United Kingdom,2020-03-23,3655,2021-11-24,S.Q613
840,Belgium,2020-03-25,1562,2021-11-23,S.Q613
841,USA,2020-03-27,5823,2021-11-22,S.Q613
842,Qatar,2020-03-29,30,2021-09-17,S.Q613
843,Japan,2020-04-03,102,2021-10-08,S.Q613
844,Portugal,2020-04-05,80,2021-11-16,S.Q613
845,Brazil,2020-04-07,272,2021-11-10,S.Q613
846,United Arab Emirates,2020-04-24,37,2021-02-06,S.Q613
847,Saudi Arabia,2020-04-24,6,2020-06-25,S.Q613
848,India,2020-04-30,433,2021-11-13,S.Q613
849,Canada,2020-05-05,14840,2021-11-17,S.Q613
850,Austria,2020-05-17,16,2021-10-18,S.Q613
851,Norway,2020-05-25,158,2021-11-02,S.Q613
852,Kenya,2020-06-08,144,2021-10-06,S.Q613
853,Poland,2020-06-09,52,2021-11-12,S.Q613
854,North Macedonia,2020-06-10,2,2021-06-09,S.Q613
855,Ghana,2020-06-20,11,2021-09-08,S.Q613
856,Bangladesh,2020-06-28,8,2021-09-06,S.Q613
857,Indonesia,2020-06-29,55,2021-10-07,S.Q613
858,Laos,2020-07-07,2,2020-07-10,S.Q613
859,Switzerland,2020-07-20,307,2021-11-21,S.Q613
860,Ireland,2020-07-22,67,2021-11-08,S.Q613
861,Romania,2020-07-24,25,2021-10-23,S.Q613
862,South Africa,2020-08-11,20,2021-10-04,S.Q613
863,Uganda,2020-08-14,240,2021-06-10,S.Q613
864,Rwanda,2020-08-28,141,2021-08-22,S.Q613
865,Mexico,2020-09-03,105,2021-11-04,S.Q613
866,Italy,2020-09-15,636,2021-11-19,S.Q613
867,Chile,2020-09-21,44,2021-11-10,S.Q613
868,France,2020-09-25,1744,2021-11-20,S.Q613
869,Peru,2020-10-05,57,2021-11-07,S.Q613
870,Slovenia,2020-10-06,225,2021-10-17,S.Q613
871,Greece,2020-11-16,27,2021-10-25,S.Q613
872,Russia,2020-11-18,22,2021-10-31,S.Q613
873,Turkey,2020-11-20,161,2021-11-17,S.Q613
874,Cambodia,2020-11-28,14,2020-12-05,S.Q613
875,Timor-Leste,2020-11-29,2,2021-05-04,S.Q613
876,Netherlands,2020-12-07,610,2021-11-17,S.Q613
877,Togo,2020-12-11,2,2021-07-29,S.Q613
878,Iran,2020-12-12,1,2020-12-12,S.Q613
879,Singapore,2020-12-13,6,2021-08-18,S.Q613
880,Central African Republic,2020-12-15,1,2020-12-15,S.Q613
881,Zimbabwe,2020-12-27,2,2020-12-28,S.Q613
882,Philippines,2020-12-27,46,2021-08-30,S.Q613
883,Malawi,2020-12-28,1,2020-12-28,S.Q613
884,South Korea,2020-12-28,90,2021-10-30,S.Q613
885,Estonia,2020-12-29,61,2021-11-03,S.Q613
886,Guatemala,2021-01-02,5,2021-07-27,S.Q613
887,Israel,2021-01-03,141,2021-11-24,S.Q613
888,Argentina,2021-01-04,7,2021-10-12,S.Q613
889,South Sudan,2021-01-08,9,2021-01-27,S.Q613
890,Slovakia,2021-01-09,33,2021-11-03,S.Q613
891,Sweden,2021-01-12,955,2021-11-19,S.Q613
892,Iceland,2021-01-13,5,2021-08-12,S.Q613
893,Mauritius,2021-01-13,4,2021-10-24,S.Q613
894,Democratic Republic of the Congo,2021-01-16,10,2021-04-30,S.Q613
895,Botswana,2021-01-21,4,2021-09-03,S.Q613
896,Zambia,2021-01-24,6,2021-06-30,S.Q613
897,Lithuania,2021-01-24,39,2021-11-02,S.Q613
898,Finland,2021-01-28,137,2021-10-17,S.Q613
899,Latvia,2021-02-02,10,2021-04-27,S.Q613
900,Benin,2021-02-03,2,2021-07-18,S.Q613
901,Vietnam,2021-02-07,5,2021-02-10,S.Q613
902,New Zealand,2021-02-08,1,2021-02-08,S.Q613
903,Aruba,2021-02-08,1,2021-02-08,S.Q613
904,Cameroon,2021-02-08,1,2021-02-08,S.Q613
905,Republic of the Congo,2021-02-09,7,2021-11-05,S.Q613
906,Croatia,2021-02-15,129,2021-11-11,S.Q613
907,Nigeria,2021-02-17,3,2021-08-26,S.Q613
908,Czech Republic,2021-02-22,217,2021-11-22,S.Q613
909,Panama,2021-03-05,1,2021-03-05,S.Q613
910,Malaysia,2021-03-06,28,2021-11-15,S.Q613
911,Colombia,2021-03-08,14,2021-10-25,S.Q613
912,Dominican Republic,2021-03-15,5,2021-10-16,S.Q613
913,Bolivia,2021-03-26,1,2021-03-26,S.Q613
914,Egypt,2021-04-04,1,2021-04-04,S.Q613
915,Lebanon,2021-04-19,1,2021-04-19,S.Q613
916,Luxembourg,2021-05-02,151,2021-11-12,S.Q613
917,Nepal,2021-05-28,6,2021-09-21,S.Q613
918,Bahrain,2021-05-30,24,2021-11-11,S.Q613
919,Pakistan,2021-06-01,11,2021-10-29,S.Q613
920,Bulgaria,2021-06-02,11,2021-09-30,S.Q613
921,Ecuador,2021-06-02,4,2021-11-17,S.Q613
922,Morocco,2021-06-20,56,2021-10-23,S.Q613
923,El Salvador,2021-07-02,1,2021-07-02,S.Q613
924,Mozambique,2021-07-16,1,2021-07-16,S.Q613
925,Costa Rica,2021-07-19,5,2021-10-21,S.Q613
926,Ukraine,2021-07-21,6,2021-10-31,S.Q613
927,Sri Lanka,2021-07-25,6,2021-10-12,S.Q613
928,Gambia,2021-07-30,2,2021-08-03,S.Q613
929,Kuwait,2021-08-16,2,2021-09-18,S.Q613
930,Seychelles,2021-08-21,1,2021-08-21,S.Q613
931,Hong Kong,2021-08-26,4,2021-11-03,S.Q613
932,Jordan,2021-09-11,1,2021-09-11,S.Q613
933,Kosovo,2021-09-11,2,2021-09-14,S.Q613
934,Bosnia and Herzegovina,2021-10-06,7,2021-10-17,S.Q613
935,Georgia,2021-10-14,4,2021-11-04,S.Q613
936,Trinidad and Tobago,2021-10-18,2,2021-10-18,S.Q613
937,Curacao,2021-11-06,1,2021-11-06,S.Q613
938,USA,2020-08-13,6331,2021-08-24,S.Q677H.Robin1
939,Japan,2020-11-20,7,2021-05-12,S.Q677H.Robin1
940,Canada,2020-11-21,40,2021-06-04,S.Q677H.Robin1
941,Australia,2020-12-15,2,2020-12-21,S.Q677H.Robin1
942,Qatar,2020-12-29,1,2020-12-29,S.Q677H.Robin1
943,Poland,2021-01-05,1,2021-01-05,S.Q677H.Robin1
944,Guadeloupe,2021-01-11,18,2021-03-02,S.Q677H.Robin1
945,Sint Maarten,2021-01-21,35,2021-02-17,S.Q677H.Robin1
946,Mexico,2021-01-29,4,2021-03-01,S.Q677H.Robin1
947,Aruba,2021-02-12,2,2021-02-21,S.Q677H.Robin1
948,Netherlands,2021-02-17,1,2021-02-17,S.Q677H.Robin1
949,USA,2020-08-02,4723,2021-09-14,S.Q677P.Pelican
950,Denmark,2020-11-23,1,2020-11-23,S.Q677P.Pelican
951,Mexico,2020-12-02,29,2021-05-05,S.Q677P.Pelican
952,Canada,2020-12-04,8,2021-03-05,S.Q677P.Pelican
953,Switzerland,2020-12-07,1,2020-12-07,S.Q677P.Pelican
954,Australia,2020-12-11,2,2020-12-11,S.Q677P.Pelican
955,Panama,2020-12-20,1,2020-12-20,S.Q677P.Pelican
956,India,2020-12-23,1,2020-12-23,S.Q677P.Pelican
957,Guatemala,2021-01-11,3,2021-01-27,S.Q677P.Pelican
958,Curacao,2021-02-17,1,2021-02-17,S.Q677P.Pelican
959,Honduras,2021-02-18,3,2021-04-22,S.Q677P.Pelican
